slice_identifier,sample_index,n_slices_expected,n_slices_real,first_slice,last_slice,mix,detector
slice02086,45,50,50,2041,2090,2,1
slice02087,45,50,50,2041,2090,2,1
slice02088,45,50,50,2041,2090,2,1
slice02089,45,50,50,2041,2090,2,1
slice02090,45,50,50,2041,2090,2,1
slice02091,46,50,50,2091,2140,2,1
slice02092,46,50,50,2091,2140,2,1
slice02093,46,50,50,2091,2140,2,1
slice02094,46,50,50,2091,2140,2,1
slice02095,46,50,50,2091,2140,2,1
slice02096,46,50,50,2091,2140,2,1
slice02097,46,50,50,2091,2140,2,1
slice02098,46,50,50,2091,2140,2,1
slice02099,46,50,50,2091,2140,2,1
slice02100,46,50,50,2091,2140,2,1
slice02101,46,50,50,2091,2140,2,1
slice02102,46,50,50,2091,2140,2,1
slice02103,46,50,50,2091,2140,2,1
slice02104,46,50,50,2091,2140,2,1
slice02105,46,50,50,2091,2140,2,1
slice02106,46,50,50,2091,2140,2,1
slice02107,46,50,50,2091,2140,2,1
slice02108,46,50,50,2091,2140,2,1
slice02109,46,50,50,2091,2140,2,1
slice02110,46,50,50,2091,2140,2,1
slice02111,46,50,50,2091,2140,2,1
slice02112,46,50,50,2091,2140,2,1
slice02113,46,50,50,2091,2140,2,1
slice02114,46,50,50,2091,2140,2,1
slice02115,46,50,50,2091,2140,2,1
slice02116,46,50,50,2091,2140,2,1
slice02117,46,50,50,2091,2140,2,1
slice02118,46,50,50,2091,2140,2,1
slice02119,46,50,50,2091,2140,2,1
slice02120,46,50,50,2091,2140,2,1
slice02121,46,50,50,2091,2140,2,1
slice02122,46,50,50,2091,2140,2,1
slice02123,46,50,50,2091,2140,2,1
slice02124,46,50,50,2091,2140,2,1
slice02125,46,50,50,2091,2140,2,1
slice02126,46,50,50,2091,2140,2,1
slice02127,46,50,50,2091,2140,2,1
slice02128,46,50,50,2091,2140,2,1
slice02129,46,50,50,2091,2140,2,1
slice02130,46,50,50,2091,2140,2,1
slice02131,46,50,50,2091,2140,2,1
slice02132,46,50,50,2091,2140,2,1
slice02133,46,50,50,2091,2140,2,1
slice02134,46,50,50,2091,2140,2,1
slice02135,46,50,50,2091,2140,2,1
slice02136,46,50,50,2091,2140,2,1
slice02137,46,50,50,2091,2140,2,1
slice02138,46,50,50,2091,2140,2,1
slice02139,46,50,50,2091,2140,2,1
slice02140,46,50,50,2091,2140,2,1
slice02141,47,50,10,2141,2150,2,1
slice02142,47,50,10,2141,2150,2,1
slice02143,47,50,10,2141,2150,2,1
slice02144,47,50,10,2141,2150,2,1
slice02145,47,50,10,2141,2150,2,1
slice02146,47,50,10,2141,2150,2,1
slice02147,47,50,10,2141,2150,2,1
slice02148,47,50,10,2141,2150,2,1
slice02149,47,50,10,2141,2150,2,1
slice02150,47,50,10,2141,2150,2,1
slice02151,48,50,50,2151,2200,2,1
slice02152,48,50,50,2151,2200,2,1
slice02153,48,50,50,2151,2200,2,1
slice02154,48,50,50,2151,2200,2,1
slice02155,48,50,50,2151,2200,2,1
slice02156,48,50,50,2151,2200,2,1
slice02157,48,50,50,2151,2200,2,1
slice02158,48,50,50,2151,2200,2,1
slice02159,48,50,50,2151,2200,2,1
slice02160,48,50,50,2151,2200,2,1
slice02161,48,50,50,2151,2200,2,1
slice02162,48,50,50,2151,2200,2,1
slice02163,48,50,50,2151,2200,2,1
slice02164,48,50,50,2151,2200,2,1
slice02165,48,50,50,2151,2200,2,1
slice02166,48,50,50,2151,2200,2,1
slice02167,48,50,50,2151,2200,2,1
slice02168,48,50,50,2151,2200,2,1
slice02169,48,50,50,2151,2200,2,1
slice02170,48,50,50,2151,2200,2,1
slice02171,48,50,50,2151,2200,2,1
slice02172,48,50,50,2151,2200,2,1
slice02173,48,50,50,2151,2200,2,1
slice02174,48,50,50,2151,2200,2,1
slice02175,48,50,50,2151,2200,2,1
slice02176,48,50,50,2151,2200,2,1
slice02177,48,50,50,2151,2200,2,1
slice02178,48,50,50,2151,2200,2,1
slice02179,48,50,50,2151,2200,2,1
slice02180,48,50,50,2151,2200,2,1
slice02181,48,50,50,2151,2200,2,1
slice02182,48,50,50,2151,2200,2,1
slice02183,48,50,50,2151,2200,2,1
slice02184,48,50,50,2151,2200,2,1
slice02185,48,50,50,2151,2200,2,1
slice02186,48,50,50,2151,2200,2,1
slice02187,48,50,50,2151,2200,2,1
slice02188,48,50,50,2151,2200,2,1
slice02189,48,50,50,2151,2200,2,1
slice02190,48,50,50,2151,2200,2,1
slice02191,48,50,50,2151,2200,2,1
slice02192,48,50,50,2151,2200,2,1
slice02193,48,50,50,2151,2200,2,1
slice02194,48,50,50,2151,2200,2,1
slice02195,48,50,50,2151,2200,2,1
slice02196,48,50,50,2151,2200,2,1
slice02197,48,50,50,2151,2200,2,1
slice02198,48,50,50,2151,2200,2,1
slice02199,48,50,50,2151,2200,2,1
slice02200,48,50,50,2151,2200,2,1
slice02201,49,50,50,2201,2250,2,1
slice02202,49,50,50,2201,2250,2,1
slice02203,49,50,50,2201,2250,2,1
slice02204,49,50,50,2201,2250,2,1
slice02205,49,50,50,2201,2250,2,1
slice02206,49,50,50,2201,2250,2,1
slice02207,49,50,50,2201,2250,2,1
slice02208,49,50,50,2201,2250,2,1
slice02209,49,50,50,2201,2250,2,1
slice02210,49,50,50,2201,2250,2,1
slice02211,49,50,50,2201,2250,2,1
slice02212,49,50,50,2201,2250,2,1
slice02213,49,50,50,2201,2250,2,1
slice02214,49,50,50,2201,2250,2,1
slice02215,49,50,50,2201,2250,2,1
slice02216,49,50,50,2201,2250,2,1
slice02217,49,50,50,2201,2250,2,1
slice02218,49,50,50,2201,2250,2,1
slice02219,49,50,50,2201,2250,2,1
slice02220,49,50,50,2201,2250,2,1
slice02221,49,50,50,2201,2250,2,1
slice02222,49,50,50,2201,2250,2,1
slice02223,49,50,50,2201,2250,2,1
slice02224,49,50,50,2201,2250,2,1
slice02225,49,50,50,2201,2250,2,1
slice02226,49,50,50,2201,2250,2,1
slice02227,49,50,50,2201,2250,2,1
slice02228,49,50,50,2201,2250,2,1
slice02229,49,50,50,2201,2250,2,1
slice02230,49,50,50,2201,2250,2,1
slice02231,49,50,50,2201,2250,2,1
slice02232,49,50,50,2201,2250,2,1
slice02233,49,50,50,2201,2250,2,1
slice02234,49,50,50,2201,2250,2,1
slice02235,49,50,50,2201,2250,2,1
slice02236,49,50,50,2201,2250,2,1
slice02237,49,50,50,2201,2250,2,1
slice02238,49,50,50,2201,2250,2,1
slice02239,49,50,50,2201,2250,2,1
slice02240,49,50,50,2201,2250,2,1
slice02241,49,50,50,2201,2250,2,1
slice02242,49,50,50,2201,2250,2,1
slice02243,49,50,50,2201,2250,2,1
slice02244,49,50,50,2201,2250,2,1
slice02245,49,50,50,2201,2250,2,1
slice02246,49,50,50,2201,2250,2,1
slice02247,49,50,50,2201,2250,2,1
slice02248,49,50,50,2201,2250,2,1
slice02249,49,50,50,2201,2250,2,1
slice02250,49,50,50,2201,2250,2,1
slice02251,50,50,50,2251,2300,2,1
slice02252,50,50,50,2251,2300,2,1
slice02253,50,50,50,2251,2300,2,1
slice02254,50,50,50,2251,2300,2,1
slice02255,50,50,50,2251,2300,2,1
slice02256,50,50,50,2251,2300,2,1
slice02257,50,50,50,2251,2300,2,1
slice02258,50,50,50,2251,2300,2,1
slice02259,50,50,50,2251,2300,2,1
slice02260,50,50,50,2251,2300,2,1
slice02261,50,50,50,2251,2300,2,1
slice02262,50,50,50,2251,2300,2,1
slice02263,50,50,50,2251,2300,2,1
slice02264,50,50,50,2251,2300,2,1
slice02265,50,50,50,2251,2300,2,1
slice02266,50,50,50,2251,2300,2,1
slice02267,50,50,50,2251,2300,2,1
slice02268,50,50,50,2251,2300,2,1
slice02269,50,50,50,2251,2300,2,1
slice02270,50,50,50,2251,2300,2,1
slice02271,50,50,50,2251,2300,2,1
slice02272,50,50,50,2251,2300,2,1
slice02273,50,50,50,2251,2300,2,1
slice02274,50,50,50,2251,2300,2,1
slice02275,50,50,50,2251,2300,2,1
slice02276,50,50,50,2251,2300,2,1
slice02277,50,50,50,2251,2300,2,1
slice02278,50,50,50,2251,2300,2,1
slice02279,50,50,50,2251,2300,2,1
slice02280,50,50,50,2251,2300,2,1
slice02281,50,50,50,2251,2300,2,1
slice02282,50,50,50,2251,2300,2,1
slice02283,50,50,50,2251,2300,2,1
slice02284,50,50,50,2251,2300,2,1
slice02285,50,50,50,2251,2300,2,1
slice02286,50,50,50,2251,2300,2,1
slice02287,50,50,50,2251,2300,2,1
slice02288,50,50,50,2251,2300,2,1
slice02289,50,50,50,2251,2300,2,1
slice02290,50,50,50,2251,2300,2,1
slice02291,50,50,50,2251,2300,2,1
slice02292,50,50,50,2251,2300,2,1
slice02293,50,50,50,2251,2300,2,1
slice02294,50,50,50,2251,2300,2,1
slice02295,50,50,50,2251,2300,2,1
slice02296,50,50,50,2251,2300,2,1
slice02297,50,50,50,2251,2300,2,1
slice02298,50,50,50,2251,2300,2,1
slice02299,50,50,50,2251,2300,2,1
slice02300,50,50,50,2251,2300,2,1
slice02301,51,50,50,2301,2350,2,1
slice02302,51,50,50,2301,2350,2,1
slice02303,51,50,50,2301,2350,2,1
slice02304,51,50,50,2301,2350,2,1
slice02305,51,50,50,2301,2350,2,1
slice02306,51,50,50,2301,2350,2,1
slice02307,51,50,50,2301,2350,2,1
slice02308,51,50,50,2301,2350,2,1
slice02309,51,50,50,2301,2350,2,1
slice02310,51,50,50,2301,2350,2,1
slice02311,51,50,50,2301,2350,2,1
slice02312,51,50,50,2301,2350,2,1
slice02313,51,50,50,2301,2350,2,1
slice02314,51,50,50,2301,2350,2,1
slice02315,51,50,50,2301,2350,2,1
slice02316,51,50,50,2301,2350,2,1
slice02317,51,50,50,2301,2350,2,1
slice02318,51,50,50,2301,2350,2,1
slice02319,51,50,50,2301,2350,2,1
slice02320,51,50,50,2301,2350,2,1
slice02321,51,50,50,2301,2350,2,1
slice02322,51,50,50,2301,2350,2,1
slice02323,51,50,50,2301,2350,2,1
slice02324,51,50,50,2301,2350,2,1
slice02325,51,50,50,2301,2350,2,1
slice02326,51,50,50,2301,2350,2,1
slice02327,51,50,50,2301,2350,2,1
slice02328,51,50,50,2301,2350,2,1
slice02329,51,50,50,2301,2350,2,1
slice02330,51,50,50,2301,2350,2,1
slice02331,51,50,50,2301,2350,2,1
slice02332,51,50,50,2301,2350,2,1
slice02333,51,50,50,2301,2350,2,1
slice02334,51,50,50,2301,2350,2,1
slice02335,51,50,50,2301,2350,2,1
slice02336,51,50,50,2301,2350,2,1
slice02337,51,50,50,2301,2350,2,1
slice02338,51,50,50,2301,2350,2,1
slice02339,51,50,50,2301,2350,2,1
slice02340,51,50,50,2301,2350,2,1
slice02341,51,50,50,2301,2350,2,1
slice02342,51,50,50,2301,2350,2,1
slice02343,51,50,50,2301,2350,2,1
slice02344,51,50,50,2301,2350,2,1
slice02345,51,50,50,2301,2350,2,1
slice02346,51,50,50,2301,2350,2,1
slice02347,51,50,50,2301,2350,2,1
slice02348,51,50,50,2301,2350,2,1
slice02349,51,50,50,2301,2350,2,1
slice02350,51,50,50,2301,2350,2,1
slice02351,52,50,50,2351,2400,2,1
slice02352,52,50,50,2351,2400,2,1
slice02353,52,50,50,2351,2400,2,1
slice02354,52,50,50,2351,2400,2,1
slice02355,52,50,50,2351,2400,2,1
slice02356,52,50,50,2351,2400,2,1
slice02357,52,50,50,2351,2400,2,1
slice02358,52,50,50,2351,2400,2,1
slice02359,52,50,50,2351,2400,2,1
slice02360,52,50,50,2351,2400,2,1
slice02361,52,50,50,2351,2400,2,1
slice02362,52,50,50,2351,2400,2,1
slice02363,52,50,50,2351,2400,2,1
slice02364,52,50,50,2351,2400,2,1
slice02365,52,50,50,2351,2400,2,1
slice02366,52,50,50,2351,2400,2,1
slice02367,52,50,50,2351,2400,2,1
slice02368,52,50,50,2351,2400,2,1
slice02369,52,50,50,2351,2400,2,1
slice02370,52,50,50,2351,2400,2,1
slice02371,52,50,50,2351,2400,2,1
slice02372,52,50,50,2351,2400,2,1
slice02373,52,50,50,2351,2400,2,1
slice02374,52,50,50,2351,2400,2,1
slice02375,52,50,50,2351,2400,2,1
slice02376,52,50,50,2351,2400,2,1
slice02377,52,50,50,2351,2400,2,1
slice02378,52,50,50,2351,2400,2,1
slice02379,52,50,50,2351,2400,2,1
slice02380,52,50,50,2351,2400,2,1
slice02381,52,50,50,2351,2400,2,1
slice02382,52,50,50,2351,2400,2,1
slice02383,52,50,50,2351,2400,2,1
slice02384,52,50,50,2351,2400,2,1
slice02385,52,50,50,2351,2400,2,1
slice02386,52,50,50,2351,2400,2,1
slice02387,52,50,50,2351,2400,2,1
slice02388,52,50,50,2351,2400,2,1
slice02389,52,50,50,2351,2400,2,1
slice02390,52,50,50,2351,2400,2,1
slice02391,52,50,50,2351,2400,2,1
slice02392,52,50,50,2351,2400,2,1
slice02393,52,50,50,2351,2400,2,1
slice02394,52,50,50,2351,2400,2,1
slice02395,52,50,50,2351,2400,2,1
slice02396,52,50,50,2351,2400,2,1
slice02397,52,50,50,2351,2400,2,1
slice02398,52,50,50,2351,2400,2,1
slice02399,52,50,50,2351,2400,2,1
slice02400,52,50,50,2351,2400,2,1
slice02401,53,50,50,2401,2450,2,1
slice02402,53,50,50,2401,2450,2,1
slice02403,53,50,50,2401,2450,2,1
slice02404,53,50,50,2401,2450,2,1
slice02405,53,50,50,2401,2450,2,1
slice02406,53,50,50,2401,2450,2,1
slice02407,53,50,50,2401,2450,2,1
slice02408,53,50,50,2401,2450,2,1
slice02409,53,50,50,2401,2450,2,1
slice02410,53,50,50,2401,2450,2,1
slice02411,53,50,50,2401,2450,2,1
slice02412,53,50,50,2401,2450,2,1
slice02413,53,50,50,2401,2450,2,1
slice02414,53,50,50,2401,2450,2,1
slice02415,53,50,50,2401,2450,2,1
slice02416,53,50,50,2401,2450,2,1
slice02417,53,50,50,2401,2450,2,1
slice02418,53,50,50,2401,2450,2,1
slice02419,53,50,50,2401,2450,2,1
slice02420,53,50,50,2401,2450,2,1
slice02421,53,50,50,2401,2450,2,1
slice02422,53,50,50,2401,2450,2,1
slice02423,53,50,50,2401,2450,2,1
slice02424,53,50,50,2401,2450,2,1
slice02425,53,50,50,2401,2450,2,1
slice02426,53,50,50,2401,2450,2,1
slice02427,53,50,50,2401,2450,2,1
slice02428,53,50,50,2401,2450,2,1
slice02429,53,50,50,2401,2450,2,1
slice02430,53,50,50,2401,2450,2,1
slice02431,53,50,50,2401,2450,2,1
slice02432,53,50,50,2401,2450,2,1
slice02433,53,50,50,2401,2450,2,1
slice02434,53,50,50,2401,2450,2,1
slice02435,53,50,50,2401,2450,2,1
slice02436,53,50,50,2401,2450,2,1
slice02437,53,50,50,2401,2450,2,1
slice02438,53,50,50,2401,2450,2,1
slice02439,53,50,50,2401,2450,2,1
slice02440,53,50,50,2401,2450,2,1
slice02441,53,50,50,2401,2450,2,1
slice02442,53,50,50,2401,2450,2,1
slice02443,53,50,50,2401,2450,2,1
slice02444,53,50,50,2401,2450,2,1
slice02445,53,50,50,2401,2450,2,1
slice02446,53,50,50,2401,2450,2,1
slice02447,53,50,50,2401,2450,2,1
slice02448,53,50,50,2401,2450,2,1
slice02449,53,50,50,2401,2450,2,1
slice02450,53,50,50,2401,2450,2,1
slice02451,54,50,50,2451,2500,2,1
slice02452,54,50,50,2451,2500,2,1
slice02453,54,50,50,2451,2500,2,1
slice02454,54,50,50,2451,2500,2,1
slice02455,54,50,50,2451,2500,2,1
slice02456,54,50,50,2451,2500,2,1
slice02457,54,50,50,2451,2500,2,1
slice02458,54,50,50,2451,2500,2,1
slice02459,54,50,50,2451,2500,2,1
slice02460,54,50,50,2451,2500,2,1
slice02461,54,50,50,2451,2500,2,1
slice02462,54,50,50,2451,2500,2,1
slice02463,54,50,50,2451,2500,2,1
slice02464,54,50,50,2451,2500,2,1
slice02465,54,50,50,2451,2500,2,1
slice02466,54,50,50,2451,2500,2,1
slice02467,54,50,50,2451,2500,2,1
slice02468,54,50,50,2451,2500,2,1
slice02469,54,50,50,2451,2500,2,1
slice02470,54,50,50,2451,2500,2,1
slice02471,54,50,50,2451,2500,2,1
slice02472,54,50,50,2451,2500,2,1
slice02473,54,50,50,2451,2500,2,1
slice02474,54,50,50,2451,2500,2,1
slice02475,54,50,50,2451,2500,2,1
slice02476,54,50,50,2451,2500,2,1
slice02477,54,50,50,2451,2500,2,1
slice02478,54,50,50,2451,2500,2,1
slice02479,54,50,50,2451,2500,2,1
slice02480,54,50,50,2451,2500,2,1
slice02481,54,50,50,2451,2500,2,1
slice02482,54,50,50,2451,2500,2,1
slice02483,54,50,50,2451,2500,2,1
slice02484,54,50,50,2451,2500,2,1
slice02485,54,50,50,2451,2500,2,1
slice02486,54,50,50,2451,2500,2,1
slice02487,54,50,50,2451,2500,2,1
slice02488,54,50,50,2451,2500,2,1
slice02489,54,50,50,2451,2500,2,1
slice02490,54,50,50,2451,2500,2,1
slice02491,54,50,50,2451,2500,2,1
slice02492,54,50,50,2451,2500,2,1
slice02493,54,50,50,2451,2500,2,1
slice02494,54,50,50,2451,2500,2,1
slice02495,54,50,50,2451,2500,2,1
slice02496,54,50,50,2451,2500,2,1
slice02497,54,50,50,2451,2500,2,1
slice02498,54,50,50,2451,2500,2,1
slice02499,54,50,50,2451,2500,2,1
slice02500,54,50,50,2451,2500,2,1
slice02501,55,40,40,2501,2540,2,1
slice02502,55,40,40,2501,2540,2,1
slice02503,55,40,40,2501,2540,2,1
slice02504,55,40,40,2501,2540,2,1
slice02505,55,40,40,2501,2540,2,1
slice02506,55,40,40,2501,2540,2,1
slice02507,55,40,40,2501,2540,2,1
slice02508,55,40,40,2501,2540,2,1
slice02509,55,40,40,2501,2540,2,1
slice02510,55,40,40,2501,2540,2,1
slice02511,55,40,40,2501,2540,2,1
slice02512,55,40,40,2501,2540,2,1
slice02513,55,40,40,2501,2540,2,1
slice02514,55,40,40,2501,2540,2,1
slice02515,55,40,40,2501,2540,2,1
slice02516,55,40,40,2501,2540,2,1
slice02517,55,40,40,2501,2540,2,1
slice02518,55,40,40,2501,2540,2,1
slice02519,55,40,40,2501,2540,2,1
slice02520,55,40,40,2501,2540,2,1
slice02521,55,40,40,2501,2540,2,1
slice02522,55,40,40,2501,2540,2,1
slice02523,55,40,40,2501,2540,2,1
slice02524,55,40,40,2501,2540,2,1
slice02525,55,40,40,2501,2540,2,1
slice02526,55,40,40,2501,2540,2,1
slice02527,55,40,40,2501,2540,2,1
slice02528,55,40,40,2501,2540,2,1
slice02529,55,40,40,2501,2540,2,1
slice02530,55,40,40,2501,2540,2,1
slice02531,55,40,40,2501,2540,2,1
slice02532,55,40,40,2501,2540,2,1
slice02533,55,40,40,2501,2540,2,1
slice02534,55,40,40,2501,2540,2,1
slice02535,55,40,40,2501,2540,2,1
slice02536,55,40,40,2501,2540,2,1
slice02537,55,40,40,2501,2540,2,1
slice02538,55,40,40,2501,2540,2,1
slice02539,55,40,40,2501,2540,2,1
slice02540,55,40,40,2501,2540,2,1
slice02541,56,50,50,2541,2590,2,1
slice02542,56,50,50,2541,2590,2,1
slice02543,56,50,50,2541,2590,2,1
slice02544,56,50,50,2541,2590,2,1
slice02545,56,50,50,2541,2590,2,1
slice02546,56,50,50,2541,2590,2,1
slice02547,56,50,50,2541,2590,2,1
slice02548,56,50,50,2541,2590,2,1
slice02549,56,50,50,2541,2590,2,1
slice02550,56,50,50,2541,2590,2,1
slice02551,56,50,50,2541,2590,2,1
slice02552,56,50,50,2541,2590,2,1
slice02553,56,50,50,2541,2590,2,1
slice02554,56,50,50,2541,2590,2,1
slice02555,56,50,50,2541,2590,2,1
slice02556,56,50,50,2541,2590,2,1
slice02557,56,50,50,2541,2590,2,1
slice02558,56,50,50,2541,2590,2,1
slice02559,56,50,50,2541,2590,2,1
slice02560,56,50,50,2541,2590,2,1
slice02561,56,50,50,2541,2590,2,1
slice02562,56,50,50,2541,2590,2,1
slice02563,56,50,50,2541,2590,2,1
slice02564,56,50,50,2541,2590,2,1
slice02565,56,50,50,2541,2590,2,1
slice02566,56,50,50,2541,2590,2,1
slice02567,56,50,50,2541,2590,2,1
slice02568,56,50,50,2541,2590,2,1
slice02569,56,50,50,2541,2590,2,1
slice02570,56,50,50,2541,2590,2,1
slice02571,56,50,50,2541,2590,2,1
slice02572,56,50,50,2541,2590,2,1
slice02573,56,50,50,2541,2590,2,1
slice02574,56,50,50,2541,2590,2,1
slice02575,56,50,50,2541,2590,2,1
slice02576,56,50,50,2541,2590,2,1
slice02577,56,50,50,2541,2590,2,1
slice02578,56,50,50,2541,2590,2,1
slice02579,56,50,50,2541,2590,2,1
slice02580,56,50,50,2541,2590,2,1
slice02581,56,50,50,2541,2590,2,1
slice02582,56,50,50,2541,2590,2,1
slice02583,56,50,50,2541,2590,2,1
slice02584,56,50,50,2541,2590,2,1
slice02585,56,50,50,2541,2590,2,1
slice02586,56,50,50,2541,2590,2,1
slice02587,56,50,50,2541,2590,2,1
slice02588,56,50,50,2541,2590,2,1
slice02589,56,50,50,2541,2590,2,1
slice02590,56,50,50,2541,2590,2,1
slice02591,57,50,50,2591,2640,2,1
slice02592,57,50,50,2591,2640,2,1
slice02593,57,50,50,2591,2640,2,1
slice02594,57,50,50,2591,2640,2,1
slice02595,57,50,50,2591,2640,2,1
slice02596,57,50,50,2591,2640,2,1
slice02597,57,50,50,2591,2640,2,1
slice02598,57,50,50,2591,2640,2,1
slice02599,57,50,50,2591,2640,2,1
slice02600,57,50,50,2591,2640,2,1
slice02601,57,50,50,2591,2640,2,1
slice02602,57,50,50,2591,2640,2,1
slice02603,57,50,50,2591,2640,2,1
slice02604,57,50,50,2591,2640,2,1
slice02605,57,50,50,2591,2640,2,1
slice02606,57,50,50,2591,2640,2,1
slice02607,57,50,50,2591,2640,2,1
slice02608,57,50,50,2591,2640,2,1
slice02609,57,50,50,2591,2640,2,1
slice02610,57,50,50,2591,2640,2,1
slice02611,57,50,50,2591,2640,2,1
slice02612,57,50,50,2591,2640,2,1
slice02613,57,50,50,2591,2640,2,1
slice02614,57,50,50,2591,2640,2,1
slice02615,57,50,50,2591,2640,2,1
slice02616,57,50,50,2591,2640,2,1
slice02617,57,50,50,2591,2640,2,1
slice02618,57,50,50,2591,2640,2,1
slice02619,57,50,50,2591,2640,2,1
slice02620,57,50,50,2591,2640,2,1
slice02621,57,50,50,2591,2640,2,1
slice02622,57,50,50,2591,2640,2,1
slice02623,57,50,50,2591,2640,2,1
slice02624,57,50,50,2591,2640,2,1
slice02625,57,50,50,2591,2640,2,1
slice02626,57,50,50,2591,2640,2,1
slice02627,57,50,50,2591,2640,2,1
slice02628,57,50,50,2591,2640,2,1
slice02629,57,50,50,2591,2640,2,1
slice02630,57,50,50,2591,2640,2,1
slice02631,57,50,50,2591,2640,2,1
slice02632,57,50,50,2591,2640,2,1
slice02633,57,50,50,2591,2640,2,1
slice02634,57,50,50,2591,2640,2,1
slice02635,57,50,50,2591,2640,2,1
slice02636,57,50,50,2591,2640,2,1
slice02637,57,50,50,2591,2640,2,1
slice02638,57,50,50,2591,2640,2,1
slice02639,57,50,50,2591,2640,2,1
slice02640,57,50,50,2591,2640,2,1
slice02641,58,50,10,2641,2650,2,1
slice02642,58,50,10,2641,2650,2,1
slice02643,58,50,10,2641,2650,2,1
slice02644,58,50,10,2641,2650,2,1
slice02645,58,50,10,2641,2650,2,1
slice02646,58,50,10,2641,2650,2,1
slice02647,58,50,10,2641,2650,2,1
slice02648,58,50,10,2641,2650,2,1
slice02649,58,50,10,2641,2650,2,1
slice02650,58,50,10,2641,2650,2,1
slice02651,59,50,30,2651,2680,2,1
slice02652,59,50,30,2651,2680,2,1
slice02653,59,50,30,2651,2680,2,1
slice02654,59,50,30,2651,2680,2,1
slice02655,59,50,30,2651,2680,2,1
slice02656,59,50,30,2651,2680,2,1
slice02657,59,50,30,2651,2680,2,1
slice02658,59,50,30,2651,2680,2,1
slice02659,59,50,30,2651,2680,2,1
slice02660,59,50,30,2651,2680,2,1
slice02661,59,50,30,2651,2680,2,1
slice02662,59,50,30,2651,2680,2,1
slice02663,59,50,30,2651,2680,2,1
slice02664,59,50,30,2651,2680,2,1
slice02665,59,50,30,2651,2680,2,1
slice02666,59,50,30,2651,2680,2,1
slice02667,59,50,30,2651,2680,2,1
slice02668,59,50,30,2651,2680,2,1
slice02669,59,50,30,2651,2680,2,1
slice02670,59,50,30,2651,2680,2,1
slice02671,59,50,30,2651,2680,2,1
slice02672,59,50,30,2651,2680,2,1
slice02673,59,50,30,2651,2680,2,1
slice02674,59,50,30,2651,2680,2,1
slice02675,59,50,30,2651,2680,2,1
slice02676,59,50,30,2651,2680,2,1
slice02677,59,50,30,2651,2680,2,1
slice02678,59,50,30,2651,2680,2,1
slice02679,59,50,30,2651,2680,2,1
slice02680,59,50,30,2651,2680,2,1
slice02681,60,40,40,2681,2720,2,1
slice02682,60,40,40,2681,2720,2,1
slice02683,60,40,40,2681,2720,2,1
slice02684,60,40,40,2681,2720,2,1
slice02685,60,40,40,2681,2720,2,1
slice02686,60,40,40,2681,2720,2,1
slice02687,60,40,40,2681,2720,2,1
slice02688,60,40,40,2681,2720,2,1
slice02689,60,40,40,2681,2720,2,1
slice02690,60,40,40,2681,2720,2,1
slice02691,60,40,40,2681,2720,2,1
slice02692,60,40,40,2681,2720,2,1
slice02693,60,40,40,2681,2720,2,1
slice02694,60,40,40,2681,2720,2,1
slice02695,60,40,40,2681,2720,2,1
slice02696,60,40,40,2681,2720,2,1
slice02697,60,40,40,2681,2720,2,1
slice02698,60,40,40,2681,2720,2,1
slice02699,60,40,40,2681,2720,2,1
slice02700,60,40,40,2681,2720,2,1
slice02701,60,40,40,2681,2720,2,1
slice02702,60,40,40,2681,2720,2,1
slice02703,60,40,40,2681,2720,2,1
slice02704,60,40,40,2681,2720,2,1
slice02705,60,40,40,2681,2720,2,1
slice02706,60,40,40,2681,2720,2,1
slice02707,60,40,40,2681,2720,2,1
slice02708,60,40,40,2681,2720,2,1
slice02709,60,40,40,2681,2720,2,1
slice02710,60,40,40,2681,2720,2,1
slice02711,60,40,40,2681,2720,2,1
slice02712,60,40,40,2681,2720,2,1
slice02713,60,40,40,2681,2720,2,1
slice02714,60,40,40,2681,2720,2,1
slice02715,60,40,40,2681,2720,2,1
slice02716,60,40,40,2681,2720,2,1
slice02717,60,40,40,2681,2720,2,1
slice02718,60,40,40,2681,2720,2,1
slice02719,60,40,40,2681,2720,2,1
slice02720,60,40,40,2681,2720,2,1
slice02721,61,50,50,2721,2770,2,1
slice02722,61,50,50,2721,2770,2,1
slice02723,61,50,50,2721,2770,2,1
slice02724,61,50,50,2721,2770,2,1
slice02725,61,50,50,2721,2770,2,1
slice02726,61,50,50,2721,2770,2,1
slice02727,61,50,50,2721,2770,2,1
slice02728,61,50,50,2721,2770,2,1
slice02729,61,50,50,2721,2770,2,1
slice02730,61,50,50,2721,2770,2,1
slice02731,61,50,50,2721,2770,2,1
slice02732,61,50,50,2721,2770,2,1
slice02733,61,50,50,2721,2770,2,1
slice02734,61,50,50,2721,2770,2,1
slice02735,61,50,50,2721,2770,2,1
slice02736,61,50,50,2721,2770,2,1
slice02737,61,50,50,2721,2770,2,1
slice02738,61,50,50,2721,2770,2,1
slice02739,61,50,50,2721,2770,2,1
slice02740,61,50,50,2721,2770,2,1
slice02741,61,50,50,2721,2770,2,1
slice02742,61,50,50,2721,2770,2,1
slice02743,61,50,50,2721,2770,2,1
slice02744,61,50,50,2721,2770,2,1
slice02745,61,50,50,2721,2770,2,1
slice02746,61,50,50,2721,2770,2,1
slice02747,61,50,50,2721,2770,2,1
slice02748,61,50,50,2721,2770,2,1
slice02749,61,50,50,2721,2770,2,1
